4,5.08
8,4.64
12,4.36
16,4.04
20,3.80
24,3.56
28,3.36
32,3.20
36,3.00
40,2.88
44,2.68
48,2.56
52,2.44
56,2.36
60,2.20
64,2.12
68,2.04
72,1.96
76,1.84
80,1.80
84,1.72
88,1.64
92,1.56
96,1.48
100,1.44
104,1.32
108,1.28
112,1.16
116,1.12
120,1.12
124,1.04
128,1.04
132,0.96
136,0.92
140,0.88
144,0.80
148,0.80
152,0.72
156,0.72
160,0.68
